,id_student,LS20,LS40,LS60,LS80,LS100
2756,345568,4,0,0,0,0
2757,345881,9,8,5,4,0
2758,346025,4,3,2,1,0
2759,346093,3,3,2,1,0
2760,346118,4,3,2,1,0
2761,346207,11,9,8,7,0
2762,346333,6,4,3,1,0
2763,346853,3,1,0,0,0
2764,347197,11,8,3,0,0
2765,347365,0,0,0,0,0
2766,347484,10,8,6,5,0
2767,347518,4,3,2,1,0
2768,347764,0,0,0,0,0
2769,347809,15,14,10,5,2
2770,347864,3,2,0,0,0
2771,348050,8,5,3,1,0
2772,348108,11,9,8,8,0
2773,348159,18,12,9,5,2
2774,348275,1,0,0,0,0
2775,348288,3,3,2,1,0
2776,348324,9,8,4,4,0
2777,348351,3,3,2,1,0
2778,348439,0,0,0,0,0
2779,348547,0,0,0,0,0
2780,348579,9,8,6,3,0
2781,348655,3,2,1,0,0
2782,348717,9,9,7,6,0
2783,348771,8,6,4,1,1
2784,348783,17,14,11,8,2
2785,348790,4,0,0,0,0
2786,348807,4,3,2,2,1
2787,348837,9,8,5,3,0
2788,348855,18,12,9,6,2
2789,348986,11,7,4,2,0
2790,349040,3,1,0,0,0
2791,349069,0,0,0,0,0
2792,349093,4,3,3,2,2
2793,349219,1,1,0,0,0
2794,349247,0,0,0,0,0
2795,349258,0,0,0,0,0
2796,349359,0,0,0,0,0
2797,349360,9,8,5,3,0
2798,349515,9,7,6,6,0
2799,349554,10,8,6,3,1
2800,349675,3,2,1,0,0
2801,349676,9,6,4,0,0
2802,349688,6,4,3,2,2
2803,349710,0,0,0,0,0
2804,349908,11,10,8,6,0
2805,349910,5,4,3,2,1
2806,349924,0,0,0,0,0
2807,350156,4,3,2,1,0
2808,350188,4,3,2,1,0
2809,350267,3,2,1,0,0
2810,350312,0,0,0,0,0
2811,350398,3,0,0,0,0
2812,350622,9,6,6,4,2
2813,350644,2,1,0,0,0
2814,350660,10,6,4,2,0
2815,350690,4,0,0,0,0
2816,350795,8,7,5,4,1
2817,350797,4,3,2,1,0
2818,350929,5,4,3,1,0
2819,350939,4,3,2,1,0
2820,350944,9,8,7,6,0
2821,350949,2,0,0,0,0
2822,351034,11,9,8,7,0
2823,351050,4,3,3,2,0
2824,351080,5,3,2,1,1
2825,351147,11,8,4,4,0
2826,351170,10,10,8,0,0
2827,351181,11,9,8,3,0
2828,351244,6,4,3,2,1
2829,351271,9,7,5,4,1
2830,351290,10,8,6,4,1
2831,351328,3,2,1,0,0
2832,351336,4,3,2,1,0
2833,351378,3,0,0,0,0
2834,351500,11,9,8,6,0
2835,351505,8,7,4,0,0
2836,351512,7,3,1,0,0
2837,351543,0,0,0,0,0
2838,351577,5,4,4,3,2
2839,351775,19,14,11,6,2
2840,351903,1,0,0,0,0
2841,352051,2,2,2,1,0
2842,352112,10,8,6,3,1
2843,352161,1,0,0,0,0
2844,352339,2,1,0,0,0
2845,352364,10,7,6,4,1
2846,352382,9,8,5,3,1
2847,352637,7,5,4,2,2
2848,352679,0,0,0,0,0
2849,352688,10,8,7,4,2
2850,352771,5,4,3,1,0
2851,352953,0,0,0,0,0
2852,353018,11,10,8,7,0
2853,353093,9,7,5,3,1
2854,353221,11,9,8,7,0
2855,353352,0,0,0,0,0
2856,353368,3,2,1,0,0
2857,353665,4,3,2,1,0
2858,353790,1,1,0,0,0
2859,353804,2,1,1,0,0
2860,353953,4,3,2,1,0
2861,353969,3,1,0,0,0
2862,353979,11,8,6,5,0
2863,354050,9,4,3,1,0
2864,354058,2,0,0,0,0
2865,354170,4,3,2,1,0
2866,354171,11,9,9,1,0
2867,354173,2,1,0,0,0
2868,354550,7,7,2,1,1
2869,354607,5,4,3,1,1
2870,354688,3,2,2,1,1
2871,354698,9,7,6,6,0
2872,354779,6,5,2,1,0
2873,354895,4,2,0,0,0
2874,354984,9,8,5,2,1
2875,354988,1,0,0,0,0
2876,354992,9,8,6,6,6
2877,355034,0,0,0,0,0
2878,355049,3,3,2,1,0
2879,355143,12,8,6,5,0
2880,355147,10,8,6,3,2
2881,355293,13,10,4,4,0
2882,355309,6,4,3,2,0
2883,355335,10,9,8,4,0
2884,355369,1,0,0,0,0
2885,355510,5,4,3,1,0
2886,355591,0,0,0,0,0
2887,355617,3,2,2,1,0
2888,355643,10,8,6,2,1
2889,355738,8,7,4,2,0
2890,355780,3,2,1,0,0
2891,355935,13,10,8,5,2
2892,355998,0,0,0,0,0
2893,356166,6,4,3,2,0
2894,356170,3,2,1,1,0
2895,356257,2,0,0,0,0
2896,356274,0,0,0,0,0
2897,356297,10,7,6,3,2
2898,356371,11,9,8,4,3
2899,356386,4,2,1,0,0
2900,356397,0,0,0,0,0
2901,356523,7,5,3,1,1
2902,356561,6,4,3,2,2
2903,356568,4,3,2,1,1
2904,356705,2,0,0,0,0
2905,356735,3,3,2,1,0
2906,357030,1,0,0,0,0
2907,357176,3,2,2,1,1
2908,357219,11,10,7,6,2
2909,357297,10,9,7,6,0
2910,357576,3,1,1,0,0
2911,357668,2,1,0,0,0
2912,357851,3,2,0,0,0
2913,357901,3,2,2,1,0
2914,357928,4,2,0,0,0
2915,357942,2,1,0,0,0
2916,358001,4,3,2,1,0
2917,358054,2,0,0,0,0
2918,358075,16,11,8,4,1
2919,358182,4,3,2,1,0
2920,358204,4,3,2,1,0
2921,358341,9,8,6,3,1
2922,358504,5,4,3,1,0
2923,358522,12,8,6,3,0
2924,358578,0,0,0,0,0
2925,358808,2,1,1,1,0
2926,358956,9,7,5,2,1
2927,358966,8,7,5,3,0
2928,359114,7,6,5,3,2
2929,359149,0,0,0,0,0
2930,359156,10,7,3,0,0
2931,359417,11,10,8,6,0
2932,359438,10,8,5,2,1
2933,359460,1,0,0,0,0
2934,359640,8,6,4,0,0
2935,359645,2,0,0,0,0
2936,359657,1,0,0,0,0
2937,359855,3,2,1,0,0
2938,359883,8,8,6,3,0
2939,359943,5,4,3,1,0
2940,359958,7,6,5,3,2
2941,360024,2,1,0,0,0
2942,360188,10,8,6,4,1
2943,360190,4,3,2,0,0
2944,360266,3,2,2,1,0
2945,360489,6,4,2,0,0
2946,360492,11,7,5,2,0
2947,360683,9,8,7,6,0
2948,360726,11,7,5,2,0
2949,360747,10,9,7,6,0
2950,360759,2,1,0,0,0
2951,360876,0,0,0,0,0
2952,360877,9,7,5,3,1
2953,360938,2,0,0,0,0
2954,360986,8,7,3,0,0
2955,361209,12,8,6,3,0
2956,361243,5,4,3,1,0
2957,361282,4,0,0,0,0
2958,361410,3,2,2,1,1
2959,361411,4,3,2,2,1
2960,361603,10,8,6,4,2
2961,361837,1,0,0,0,0
2962,361889,0,0,0,0,0
2963,362037,11,7,5,3,0
2964,362115,1,0,0,0,0
2965,362140,7,6,5,3,2
2966,362223,5,3,3,2,2
2967,362374,12,8,6,3,0
2968,362548,4,3,3,2,2
2969,362647,0,0,0,0,0
2970,362661,11,9,8,6,0
2971,362668,11,10,8,7,0
2972,362760,8,6,4,2,0
2973,362877,0,0,0,0,0
2974,363110,9,7,5,2,1
2975,363122,1,1,1,1,0
2976,363213,4,3,2,1,0
2977,363374,0,0,0,0,0
2978,363396,9,7,4,2,1
2979,363401,9,7,6,5,1
2980,363416,10,8,6,4,1
2981,363660,10,8,6,4,1
2982,363738,1,0,0,0,0
2983,363749,8,6,4,2,0
2984,363773,7,6,5,3,2
2985,363906,7,6,5,3,2
2986,363939,11,9,7,4,2
2987,363990,0,0,0,0,0
2988,364021,0,0,0,0,0
2989,364066,10,8,6,4,0
2990,364073,10,8,5,3,1
2991,364103,7,6,5,3,2
2992,364177,3,2,1,0,0
2993,364239,6,4,3,1,0
2994,364322,3,3,2,2,1
2995,364405,12,8,6,3,0
2996,364527,4,3,2,1,0
2997,364547,5,4,3,1,0
2998,364666,1,1,0,0,0
2999,364770,4,2,1,1,0
3000,364790,10,9,8,7,0
3001,364871,10,8,6,3,1
3002,364957,4,3,2,2,1
3003,364974,8,7,4,2,0
3004,365060,0,0,0,0,0
3005,365084,9,8,6,6,2
3006,365097,4,3,2,1,0
3007,365111,7,5,2,2,0
3008,365169,9,7,5,2,1
3009,365192,6,6,3,1,0
3010,365222,4,3,2,1,1
3011,365244,4,3,2,1,0
3012,365375,4,2,2,0,0
3013,365397,6,4,3,2,0
3014,365439,2,0,0,0,0
3015,365452,9,7,5,4,1
3016,365488,2,0,0,0,0
3017,365631,10,8,6,3,1
3018,365642,4,3,2,1,0
3019,365661,7,6,5,3,2
3020,365701,7,6,4,3,2
3021,365707,10,8,6,4,1
3022,365762,2,1,1,0,0
3023,365764,4,2,1,0,0
3024,365782,11,8,6,3,0
3025,365860,11,7,4,3,0
3026,365893,7,4,3,2,1
3027,365993,2,1,1,0,0
3028,366024,9,5,3,2,0
3029,366140,9,6,3,3,0
3030,366164,4,3,2,0,0
3031,366267,0,0,0,0,0
3032,366310,16,11,9,5,2
3033,366367,4,3,3,2,2
3034,366371,9,8,7,6,6
3035,366424,3,2,2,1,0
3036,366449,6,4,3,1,0
3037,366479,4,3,3,2,0
3038,366483,4,3,2,1,0
3039,366492,11,10,8,7,1
3040,366524,9,7,5,2,1
3041,366649,2,1,0,0,0
3042,366771,8,7,6,5,0
3043,366873,7,6,5,3,2
3044,366936,3,2,0,0,0
3045,366987,5,3,2,1,0
3046,367127,6,4,3,2,0
3047,367151,6,4,0,0,0
3048,367304,4,3,2,1,0
3049,367309,6,4,3,2,1
3050,367348,3,1,0,0,0
3051,367352,7,6,5,3,2
3052,367433,9,7,5,3,2
3053,367510,6,2,0,0,0
3054,367535,10,8,6,2,1
3055,367605,10,10,6,3,0
3056,367609,10,8,6,4,1
3057,367646,6,4,3,2,0
3058,367696,0,0,0,0,0
3059,367815,1,0,0,0,0
3060,367898,9,7,6,2,0
3061,368077,10,8,6,3,1
3062,368106,1,0,0,0,0
3063,368194,4,3,2,2,0
3064,368195,2,0,0,0,0
3065,368245,9,7,5,4,0
3066,368306,3,3,2,1,0
3067,368315,8,7,3,0,0
3068,368436,12,10,8,4,2
3069,368483,1,0,0,0,0
3070,368507,0,0,0,0,0
3071,368521,4,3,2,2,0
3072,368675,11,8,5,2,0
3073,368749,12,8,6,3,0
3074,368824,4,3,2,1,0
3075,368876,6,5,4,3,2
3076,368886,9,7,5,2,0
3077,368935,9,8,6,2,0
3078,368963,4,3,2,1,0
3079,368969,6,6,6,6,0
3080,369119,4,3,2,1,0
3081,369208,5,4,2,2,1
3082,369234,2,1,1,0,0
3083,369242,10,6,4,3,0
3084,369319,5,3,2,1,0
3085,369378,3,3,0,0,0
3086,369450,9,6,4,3,0
3087,369610,7,6,5,3,2
3088,369644,1,0,0,0,0
3089,369713,3,3,2,1,0
3090,369715,8,6,5,3,1
3091,369811,11,10,8,7,3
3092,369834,4,3,2,1,1
3093,369908,12,8,6,3,0
3094,369942,3,3,2,2,0
3095,369986,8,6,4,1,0
3096,370008,7,5,3,1,1
3097,370089,6,4,3,2,1
3098,370100,2,0,0,0,0
3099,370184,4,2,1,1,1
3100,370274,5,4,3,2,1
3101,370294,0,0,0,0,0
3102,370302,8,6,4,2,0
3103,370307,1,0,0,0,0
3104,370312,11,9,5,4,1
3105,370336,0,0,0,0,0
3106,370367,3,2,1,0,0
3107,370375,5,4,3,2,1
3108,370512,4,3,3,2,2
3109,370720,8,6,4,4,1
3110,370735,10,9,8,8,0
3111,370839,3,1,0,0,0
3112,370859,10,8,6,3,1
3113,370865,6,4,3,2,0
3114,370949,10,6,4,1,0
3115,371019,5,4,3,2,1
3116,371044,12,8,6,3,0
3117,371133,3,2,0,0,0
3118,371168,9,6,4,2,0
3119,371169,3,1,0,0,0
3120,371184,4,0,0,0,0
3121,371247,10,10,8,7,0
3122,371402,9,7,6,3,0
3123,371429,0,0,0,0,0
3124,371439,6,5,4,3,2
3125,371526,6,5,4,2,1
3126,371530,5,5,4,2,0
3127,371679,10,8,6,4,1
3128,371710,4,3,2,1,0
3129,371787,9,6,4,1,0
3130,371831,11,7,5,2,0
3131,371869,7,5,2,0,0
3132,371888,0,0,0,0,0
3133,371901,6,5,4,2,2
3134,372141,8,6,4,2,0
3135,372172,0,0,0,0,0
3136,372234,7,6,5,3,2
3137,372262,10,10,8,5,0
3138,372345,9,6,5,5,0
3139,372509,11,8,7,1,0
3140,372511,11,9,8,8,0
3141,372577,6,6,5,3,1
3142,372602,4,3,2,1,0
3143,372658,10,8,6,3,1
3144,372691,9,8,6,3,0
3145,372812,0,0,0,0,0
3146,372837,6,5,3,0,0
3147,372997,8,6,3,1,0
3148,373126,10,7,5,3,0
3149,373135,10,8,7,6,0
3150,373174,5,3,3,1,1
3151,373237,5,4,3,1,0
3152,373269,6,4,2,1,0
3153,373280,3,3,1,0,0
3154,373369,12,8,6,3,0
3155,373613,11,10,8,2,1
3156,373790,1,0,0,0,0
3157,373807,3,1,0,0,0
3158,373846,0,0,0,0,0
3159,373848,10,8,6,4,1
3160,373872,4,3,2,2,0
3161,374028,7,6,5,3,2
3162,374038,10,8,6,3,1
3163,374102,6,4,2,1,1
3164,374192,4,3,2,1,0
3165,374234,9,7,5,3,1
3166,374266,8,7,5,2,0
3167,374353,1,0,0,0,0
3168,374515,2,0,0,0,0
3169,374636,5,4,3,1,0
3170,374645,6,4,3,2,0
3171,374739,3,3,2,1,0
3172,374747,10,8,6,2,1
3173,374756,4,3,3,2,2
3174,375260,4,3,2,1,0
3175,375300,10,6,4,1,0
3176,375527,11,9,3,2,0
3177,375600,7,7,5,2,0
3178,375646,4,3,2,1,0
3179,375711,0,0,0,0,0
3180,375717,6,4,1,0,0
3181,375856,5,3,3,2,0
3182,375882,9,8,7,7,4
3183,375960,9,7,5,3,1
3184,376109,4,1,0,0,0
3185,376439,4,3,3,1,0
3186,376581,4,3,2,1,0
3187,376617,6,4,3,1,0
3188,376701,0,0,0,0,0
3189,376758,4,2,1,0,0
3190,377046,0,0,0,0,0
3191,377244,11,7,6,5,0
3192,377274,10,8,4,3,0
3193,377469,9,7,5,2,1
3194,377546,4,3,2,1,0
3195,377705,4,3,0,0,0
3196,377759,5,3,2,2,0
3197,377846,10,8,6,4,1
3198,377905,3,1,0,0,0
3199,378388,1,0,0,0,0
3200,378462,9,7,5,3,2
3201,378543,10,8,6,4,1
3202,378576,1,0,0,0,0
3203,378705,3,0,0,0,0
3204,378721,2,0,0,0,0
3205,378728,5,3,2,1,0
3206,378809,11,9,8,4,0
3207,378825,8,6,4,2,0
3208,378884,10,9,6,5,0
3209,378920,11,9,7,4,2
3210,378946,11,7,4,3,0
3211,378950,11,8,5,2,0
3212,378953,4,0,0,0,0
3213,379023,4,3,1,1,0
3214,379042,14,10,9,7,2
3215,379070,10,10,8,7,0
3216,379107,1,0,0,0,0
3217,379113,7,6,5,4,4
3218,379124,4,3,2,1,0
3219,379185,3,2,2,0,0
3220,379210,7,5,3,1,0
3221,379212,1,0,0,0,0
3222,379234,1,0,0,0,0
3223,379255,2,1,0,0,0
3224,379265,2,1,0,0,0
3225,379278,2,0,0,0,0
3226,379311,1,0,0,0,0
3227,379330,2,0,0,0,0
3228,379336,6,4,3,2,1
3229,379402,2,1,0,0,0
3230,379406,8,5,4,3,3
3231,379528,4,3,2,1,0
3232,379558,11,10,9,7,0
3233,379563,0,0,0,0,0
3234,379720,4,3,2,2,0
3235,379769,1,0,0,0,0
3236,379843,9,6,4,2,0
3237,379844,9,8,6,3,0
3238,379861,12,8,6,3,0
3239,380138,1,1,0,0,0
3240,380184,8,7,5,2,1
3241,380204,10,8,5,3,1
3242,380205,2,0,0,0,0
3243,380238,7,6,5,5,0
3244,380239,5,4,3,1,0
3245,380240,8,6,4,1,0
3246,380253,6,4,3,1,0
3247,380341,12,8,6,3,0
3248,380429,3,3,3,1,0
3249,380435,10,7,6,2,0
3250,380515,0,0,0,0,0
3251,380599,9,8,6,3,0
3252,380662,5,4,3,1,0
3253,380668,8,7,7,4,2
3254,380681,2,0,0,0,0
3255,380710,0,0,0,0,0
3256,380894,9,7,5,3,1
3257,380919,10,6,4,3,0
3258,380921,4,3,2,1,0
3259,380952,10,9,9,8,0
3260,380953,4,3,2,1,0
3261,381058,0,0,0,0,0
3262,381185,3,3,2,1,0
3263,381240,1,0,0,0,0
3264,381257,11,8,7,6,0
3265,381365,1,0,0,0,0
3266,381414,11,8,7,6,1
3267,381428,2,1,1,0,0
3268,381439,5,3,2,1,0
3269,381529,0,0,0,0,0
3270,381533,10,8,6,2,1
3271,381539,0,0,0,0,0
3272,381541,8,6,4,2,1
3273,381544,9,8,5,2,1
3274,381586,3,3,2,1,0
3275,381642,4,3,2,1,0
3276,381646,11,7,5,2,0
3277,381669,8,6,4,1,0
3278,381722,0,0,0,0,0
3279,381882,4,3,2,2,1
3280,381909,10,8,6,2,1
3281,381917,9,7,5,2,1
3282,381927,7,6,5,3,2
3283,381959,3,1,0,0,0
3284,381983,1,1,0,0,0
3285,382051,6,4,4,3,0
3286,382095,4,3,2,1,1
3287,382156,1,0,0,0,0
3288,382160,1,0,0,0,0
3289,382339,0,0,0,0,0
3290,382378,7,6,4,1,0
3291,382497,12,8,6,3,0
3292,382575,4,2,1,1,0
3293,382641,10,6,4,2,0
3294,382738,11,10,8,7,3
3295,382742,2,1,0,0,0
3296,382857,5,4,3,0,0
3297,382910,3,3,2,1,0
3298,382920,10,8,5,3,1
3299,382979,10,8,6,3,1
3300,383018,1,0,0,0,0
3301,383140,3,2,2,2,2
3302,383158,7,6,5,3,2
3303,383180,2,1,0,0,0
3304,383239,4,3,2,1,0
3305,383241,10,8,6,2,1
3306,383254,4,3,2,2,0
3307,383303,8,7,5,3,2
3308,383311,0,0,0,0,0
3309,383316,9,6,4,2,0
3310,383347,18,13,10,5,2
3311,383372,7,6,5,3,2
3312,383420,9,7,6,3,1
3313,383445,3,2,1,0,0
3314,383517,8,8,4,3,0
3315,383541,10,7,4,3,0
3316,383558,3,2,0,0,0
3317,383571,10,8,6,4,1
3318,383600,4,3,2,1,0
3319,383602,9,5,3,1,0
3320,383629,11,10,9,7,0
3321,383694,5,4,3,1,0
3322,383701,8,4,2,1,0
3323,383723,4,3,2,1,0
3324,383748,1,0,0,0,0
3325,383778,0,0,0,0,0
3326,383785,0,0,0,0,0
3327,383907,8,7,4,0,0
3328,383921,11,10,8,4,1
3329,383946,4,3,2,0,0
3330,383967,9,7,5,2,1
3331,383971,5,4,4,3,2
3332,383978,6,4,3,1,0
3333,384026,3,0,0,0,0
3334,384035,9,7,5,3,1
3335,384106,0,0,0,0,0
3336,384107,10,8,7,7,0
3337,384153,3,1,0,0,0
3338,384203,4,3,2,1,0
3339,384227,7,6,3,3,0
3340,384246,12,8,6,3,0
3341,384266,0,0,0,0,0
3342,384295,6,4,3,2,1
3343,384372,0,0,0,0,0
3344,384499,6,4,3,2,1
3345,384636,4,2,1,0,0
3346,384678,5,3,2,1,1
3347,384725,4,3,2,1,0
3348,384797,4,3,2,1,1
3349,384866,11,9,7,5,0
3350,384884,9,7,5,3,1
3351,384909,4,2,0,0,0
3352,384999,7,5,3,2,1
3353,385019,0,0,0,0,0
3354,385033,14,13,11,9,2
3355,385034,2,0,0,0,0
3356,385040,1,0,0,0,0
3357,385120,4,4,3,2,1
3358,385195,10,10,8,7,1
3359,385209,10,10,8,7,4
3360,385218,2,1,0,0,0
3361,385228,8,7,6,5,2
3362,385341,1,0,0,0,0
3363,385387,7,6,5,3,2
3364,385405,4,3,2,1,0
3365,385495,0,0,0,0,0
3366,385547,10,10,4,2,0
3367,385563,6,4,3,2,1
3368,385578,1,0,0,0,0
3369,385820,10,8,6,3,1
3370,385927,5,3,2,2,0
3371,385937,5,4,3,1,0
3372,385947,1,0,0,0,0
3373,385980,0,0,0,0,0
3374,386121,0,0,0,0,0
3375,386140,1,0,0,0,0
3376,386180,9,8,7,6,0
3377,386189,0,0,0,0,0
3378,386348,6,6,4,3,1
3379,386374,0,0,0,0,0
3380,386389,11,9,7,5,0
3381,386671,4,2,1,1,0
3382,386833,11,7,5,3,0
3383,386849,0,0,0,0,0
3384,386880,12,8,6,3,0
3385,386889,10,8,6,3,1
3386,386924,4,3,2,1,1
3387,386952,4,3,2,2,0
3388,386956,1,0,0,0,0
3389,387009,7,6,5,3,2
3390,387174,9,6,3,0,0
3391,387289,8,2,0,0,0
3392,387294,7,6,5,1,0
3393,387335,0,0,0,0,0
3394,387359,5,3,3,2,1
3395,387364,5,3,2,1,0
3396,387406,4,3,2,1,1
3397,387446,8,7,5,2,1
3398,387447,10,9,6,5,0
3399,387507,8,8,5,2,0
3400,387533,1,1,1,0,0
3401,387537,4,3,2,1,1
3402,387550,3,2,0,0,0
3403,387635,4,3,1,0,0
3404,387648,3,3,2,1,0
3405,387656,1,0,0,0,0
3406,387700,9,7,5,3,1
3407,387702,1,0,0,0,0
3408,387773,4,3,2,1,0
3409,387944,6,4,2,0,0
3410,387963,13,10,8,5,2
3411,388052,7,4,3,1,0
3412,388147,1,0,0,0,0
3413,388205,4,3,1,0,0
3414,388259,6,6,3,2,0
3415,388360,6,4,2,1,0
3416,388410,4,2,0,0,0
3417,388432,9,7,5,3,1
3418,388484,0,0,0,0,0
3419,388538,4,3,3,2,2
3420,388549,1,0,0,0,0
3421,388697,9,7,6,4,0
3422,388708,5,3,2,0,0
3423,388722,4,3,2,1,0
3424,388738,3,2,1,0,0
3425,388750,1,0,0,0,0
3426,388754,10,9,7,6,0
3427,388885,4,3,2,1,0
3428,388912,1,0,0,0,0
3429,388923,4,3,2,1,0
3430,388947,5,4,3,1,0
3431,388975,9,7,5,4,2
3432,389025,4,2,1,0,0
3433,389101,9,7,6,4,1
3434,389208,9,9,8,7,0
3435,389249,9,7,5,2,1
3436,389250,1,0,0,0,0
3437,389267,4,3,2,1,0
3438,389362,10,5,2,1,0
3439,389369,10,8,6,4,1
3440,389471,10,8,6,3,1
3441,389639,6,4,3,1,0
3442,389759,7,5,4,1,0
3443,389773,2,1,0,0,0
3444,389853,1,0,0,0,0
3445,390026,6,4,3,2,0
3446,390029,7,5,3,2,1
3447,390070,5,3,3,2,0
3448,390210,11,7,5,3,0
3449,390220,9,7,5,3,1
3450,390233,10,7,5,2,0
3451,390400,11,9,8,7,0
3452,390440,0,0,0,0,0
3453,390442,10,9,7,5,1
3454,390461,5,3,1,0,0
3455,390556,4,3,2,1,1
3456,390690,5,4,3,1,0
3457,390849,6,4,3,2,1
3458,390890,4,3,2,2,1
3459,390958,10,8,6,3,1
3460,391059,6,4,3,2,2
3461,391114,10,7,6,4,0
3462,391153,10,8,6,2,1
3463,391185,11,8,6,3,0
3464,391187,6,6,4,4,0
3465,391249,4,3,2,1,1
3466,391301,3,1,1,0,0
3467,391343,4,2,1,0,0
3468,391419,4,3,3,1,1
3469,391466,11,9,7,5,2
3470,391537,6,4,3,2,0
3471,391578,2,0,0,0,0
3472,391611,0,0,0,0,0
3473,391613,11,10,8,7,0
3474,391630,9,8,6,5,2
3475,391638,3,0,0,0,0
3476,391822,8,7,4,2,0
3477,391891,11,9,5,4,0
3478,391924,6,4,3,2,1
3479,391937,13,10,7,4,0
3480,392021,6,2,0,0,0
3481,392060,10,7,5,3,1
3482,392207,5,1,0,0,0
3483,392210,0,0,0,0,0
3484,392213,10,8,6,4,1
3485,392215,9,8,6,5,0
3486,392281,9,5,3,1,0
3487,392427,10,10,9,7,7
3488,392428,9,7,5,3,1
3489,392526,4,3,3,2,2
3490,392604,9,7,5,2,1
3491,392614,2,0,0,0,0
3492,392626,5,3,2,1,0
3493,392664,5,4,3,1,0
3494,392691,0,0,0,0,0
3495,392692,0,0,0,0,0
3496,392733,0,0,0,0,0
3497,392756,4,3,2,1,0
3498,392890,7,5,3,1,0
3499,392931,4,3,2,1,1
3500,392994,3,3,2,1,0
3501,393094,1,0,0,0,0
3502,393131,3,1,0,0,0
3503,393141,1,0,0,0,0
3504,393142,7,6,5,3,2
3505,393207,4,3,2,1,0
3506,393327,10,8,6,3,1
3507,393488,3,2,1,0,0
3508,393526,8,8,6,2,1
3509,393682,8,7,6,6,0
3510,393727,6,4,3,2,1
3511,393827,9,9,7,7,7
3512,393918,11,7,4,0,0
3513,393934,6,3,1,0,0
3514,394024,9,7,5,3,0
3515,394028,2,0,0,0,0
3516,394060,4,3,2,1,1
3517,394067,9,7,5,3,1
3518,394076,0,0,0,0,0
3519,394082,3,2,1,0,0
3520,394218,9,7,5,4,0
3521,394239,11,10,8,7,1
3522,394311,6,5,4,2,1
3523,394314,4,3,2,1,0
3524,394331,10,8,6,2,2
3525,394341,0,0,0,0,0
3526,394347,7,5,3,1,0
3527,394384,0,0,0,0,0
3528,394480,0,0,0,0,0
3529,394520,9,8,6,2,2
3530,394791,7,6,5,3,2
3531,394937,11,10,8,5,0
3532,394951,2,0,0,0,0
3533,394979,10,7,5,2,0
3534,395073,4,4,2,1,0
3535,395107,1,0,0,0,0
3536,395169,0,0,0,0,0
3537,395188,3,2,1,0,0
3538,395288,7,3,3,2,0
3539,395320,4,3,2,1,0
3540,395367,1,0,0,0,0
3541,395373,8,7,4,1,0
3542,395374,9,7,4,1,1
3543,395463,11,10,7,5,1
3544,395535,5,3,3,1,0
3545,395588,8,6,3,0,0
3546,395696,11,10,8,7,0
3547,395715,4,2,0,0,0
3548,395757,16,11,9,5,2
3549,395758,2,0,0,0,0
3550,395814,0,0,0,0,0
3551,395822,4,3,2,1,0
3552,396016,2,1,0,0,0
3553,396114,10,8,5,3,1
3554,396145,9,7,5,3,0
3555,396210,6,4,3,1,0
3556,396292,6,4,3,1,0
3557,396456,9,7,4,2,1
3558,396502,9,9,8,7,6
3559,396532,1,0,0,0,0
3560,396599,3,2,1,0,0
3561,396631,4,3,2,1,0
3562,396633,12,8,6,3,0
3563,396655,4,3,3,2,1
3564,396668,6,4,3,1,0
3565,396673,2,1,0,0,0
3566,396674,3,3,2,2,1
3567,396679,11,10,9,2,0
3568,396683,10,8,7,7,1
3569,396739,10,7,5,3,0
3570,396799,10,8,6,2,1
3571,396825,6,5,5,3,2
3572,396834,9,8,4,4,4
3573,396872,4,3,2,2,0
3574,396907,9,7,6,5,0
3575,397118,9,7,5,3,1
3576,397149,3,3,2,1,0
3577,397219,10,8,6,6,0
3578,397292,1,0,0,0,0
3579,397310,0,0,0,0,0
3580,397312,7,6,4,0,0
3581,397405,11,7,5,2,0
3582,397414,4,3,2,1,1
3583,397429,0,0,0,0,0
3584,397470,10,9,8,7,0
3585,397506,15,12,9,5,2
3586,397557,4,3,2,2,0
3587,397671,8,6,4,1,0
3588,397747,9,7,5,2,1
3589,397797,1,0,0,0,0
3590,397829,9,7,5,1,1
3591,397894,2,1,0,0,0
3592,398019,2,2,1,0,0
3593,398040,9,6,4,1,0
3594,398067,10,8,5,3,1
3595,398084,10,8,6,4,1
3596,398118,10,9,8,7,6
3597,398171,4,3,2,1,0
3598,398199,12,8,6,3,0
3599,398349,4,3,2,1,0
3600,398413,3,3,2,1,0
3601,398439,8,7,6,6,4
3602,398442,4,3,2,1,0
3603,398487,7,6,5,3,2
3604,398496,5,4,4,3,2
3605,398525,10,8,6,3,1
3606,398529,1,0,0,0,0
3607,398550,8,5,3,0,0
3608,398552,4,3,2,1,0
3609,398630,11,9,8,2,0
3610,398656,11,10,8,6,0
3611,398816,6,4,3,2,1
3612,398862,11,9,8,2,0
3613,398877,4,3,2,1,0
3614,398891,10,8,6,3,1
3615,398956,7,5,4,2,1
3616,399203,1,0,0,0,0
3617,399429,9,6,4,1,0
3618,399450,12,8,6,3,0
3619,399453,6,4,3,1,0
3620,399628,6,4,4,2,1
3621,399737,4,3,2,1,0
3622,399794,6,3,2,0,0
3623,399843,0,0,0,0,0
3624,399895,11,10,9,7,0
3625,399935,1,0,0,0,0
3626,400004,3,2,0,0,0
3627,400010,0,0,0,0,0
3628,400049,9,7,6,4,1
